#     gamma 1             gamma 2            pos
0.01060382072484396 -0.006075476379294434 [7, 16]
-0.005357701653765756 -0.005422598732483094 [8, 16]
-0.008046685597099718 0.008335406632849507 [9, 16]
0.0011575111513404202 0.009328772090641212 [10, 16]
-0.003132541000423859 -0.008734659512156316 [11, 16]
0.0021548326808383807 0.007806601360361077 [12, 16]
-0.0007924362971905068 0.02011045279134353 [13, 16]
-0.004098015172040501 -0.00016467979352303367 [14, 16]
-0.000803770045283335 0.0031217512241468307 [15, 16]
-0.004554655198226403 -0.001163462050124369 [16, 16]
-0.008579565073889251 -0.002809381721337638 [17, 16]
0.000537206314375071 0.002538278985760272 [18, 16]
-0.00019246781068377034 0.006546930907256129 [19, 16]
0.00040588259566348613 0.013781602822632674 [20, 16]
0.008133114100119701 0.003803623857601407 [21, 16]
-0.0008858990458751415 0.021516335285944845 [22, 16]
-0.0005101291147752973 -0.01404669183085148 [23, 16]
-0.0058874131180039575 -0.00463160152833771 [24, 16]
-0.012098459269577217 0.01311005360456393 [25, 16]
-0.0077543799163214 0.010037560722080861 [26, 16]
-0.00023367239392559351 0.008105417606683887 [27, 16]
0.0047469235211704385 0.007010733775176185 [28, 16]
-0.00019258849445641848 0.00781807409191479 [29, 16]
0.01474174144908943 0.020316680333610507 [30, 16]
-0.0013377100202256874 -0.0013741890067168285 [31, 16]
0.0013213078532533112 -0.00878832342172226 [0, 17]
-0.00776544266071344 0.00020037618067448714 [1, 17]
-0.005722678083897403 -0.0045505497508485605 [2, 17]
-0.0012558191603274389 0.007609831531249639 [3, 17]
-0.0011573311279949267 0.0068548148340218384 [4, 17]
-0.01065550951642053 0.0031466242292844527 [5, 17]
0.0019736780250215243 0.016888063364600647 [6, 17]
0.005036756406603135 0.003913477196345575 [7, 17]
0.0025196517698016555 -0.003026592563890744 [8, 17]
-0.016179789465473965 0.004035096232726982 [9, 17]
-0.002735457441124454 0.010750617756626706 [10, 17]
-0.006721426734405115 -0.006598413133663901 [11, 17]
0.003889738944927191 0.005667824230986615 [12, 17]
-0.005997138658356338 -0.0008340464795280453 [13, 17]
-0.005011177124037474 0.0012472951935856476 [14, 17]
0.010734145448436873 0.015613186421717306 [15, 17]
6.648795196130091e-05 -0.009083998007212072 [16, 17]
-0.002098734333828143 -0.01605411410852887 [17, 17]
0.004280057337489218 -0.011331409088841745 [18, 17]
0.0026124075733092124 -0.00492728623970618 [19, 17]
-0.016588799825217916 0.0068661864857363685 [20, 17]
-0.007264550568357258 0.003573410520585836 [21, 17]
-0.005339014067852187 0.010816780076065392 [22, 17]
-0.0026929100652463536 -0.0003378145719075811 [23, 17]
-0.007179168771234393 -0.0027282359457227357 [24, 17]
-0.0033693807247181283 -0.014295850095682006 [25, 17]
0.002120394203044158 0.008803873867909899 [26, 17]
0.0031351654261059935 -0.004590965786205643 [27, 17]
0.007829191052210707 -0.0007773387112714166 [28, 17]
0.004585139559665213 0.008393484731669707 [29, 17]
0.003332936235600666 0.010234124945273156 [30, 17]
0.002322782212645722 -0.008869295951254073 [31, 17]
-0.013795357741254873 -0.003480744508679325 [0, 18]
0.0031218222551429014 0.0034911432570193393 [1, 18]
-0.0016152159663241697 -0.0077427529368139115 [2, 18]
0.0018798102888387886 -0.007302355513131589 [3, 18]
-0.0065934671466751195 -0.005369478212929222 [4, 18]
-0.00025292738450070305 0.001415051205104929 [5, 18]
-0.0015403221045132516 0.002567148653116442 [6, 18]
-0.004988491175127117 -0.012763092990706734 [7, 18]
0.006012912552286983 0.008024066963090498 [8, 18]
0.0006785508478684329 -0.0021868556321941175 [9, 18]
-0.00024548407886199205 0.0008189291694731288 [10, 18]
0.0034406660734332003 0.0015436144083173448 [11, 18]
0.004231989212378658 -0.010320213123077772 [12, 18]
-0.00263249851967509 -0.0043966398675069915 [13, 18]
-0.004615581398884071 0.020631172283243942 [14, 18]
-0.0008187833293905368 0.0006405283466794517 [15, 18]
0.001499119245121826 -0.0037457863491701777 [16, 18]
-0.005887699887612166 0.000682689764991265 [17, 18]
-0.009646312236613148 -0.006935059260955699 [18, 18]
-0.011810829318816305 0.00159360678481388 [19, 18]
-0.005336779934097535 -0.014521737705166135 [20, 18]
0.006536236554714363 0.0010702633048953543 [21, 18]
0.003604139440688201 -0.00135237988996834 [22, 18]
-0.001247761678505822 0.011191218974564215 [23, 18]
0.0036944203502787373 -0.013508183009709357 [24, 18]
0.0024483746227689056 -0.012485492305318757 [25, 18]
0.002121958652212882 -0.0075288472441352675 [26, 18]
-0.002755709730848945 -0.011613858622623652 [27, 18]
0.0006367044922327728 0.0028055326318540304 [28, 18]
0.00327002885089185 0.007900139798971617 [29, 18]
-0.008761952625263462 -0.007535903765136967 [30, 18]
-4.984664224007007e-05 -0.0023266315917588975 [31, 18]
0.007201882979871079 -0.0046648223776996605 [0, 19]
0.011087141792115984 0.004676001957395958 [1, 19]
0.0011218344298064983 -0.0025246893902524815 [2, 19]
-0.006607634354284431 -0.010335562030400841 [3, 19]
-0.004203771442287726 0.010346482994590147 [4, 19]
0.003113806387806 0.014223555001044054 [5, 19]
-0.00822851972253997 0.02185138535624637 [6, 19]
-0.0017508928012944247 -0.0028891408902810317 [7, 19]
-0.006566620656035356 -0.005967315412355241 [8, 19]
0.009689229704700762 0.001685080594441016 [9, 19]
-0.006152950897840258 -0.0033740356420619505 [10, 19]
0.0013202999919147006 0.003197927148909491 [11, 19]
0.009960161788549665 -0.0015462632799232896 [12, 19]
-0.004460000176549269 0.005035010139001825 [13, 19]
0.010432094227375012 -0.01521576851343379 [14, 19]
0.0020799996698887485 -0.0014527814068845623 [15, 19]
-0.0015862310618771664 -0.027146779720873142 [16, 19]
0.014876980588924688 -0.00040663417070250455 [17, 19]
-0.004042190958035456 -0.00815905949804318 [18, 19]
-0.010087799847123121 0.026861847657363554 [19, 19]
-0.007135046648182185 0.010877216498105684 [20, 19]
-0.006602987753172793 0.004222602784135872 [21, 19]
0.0054441985856686385 -0.02391359065696105 [22, 19]
0.00521141974705266 0.002533884648123296 [23, 19]
0.004294287080601797 -0.009984593307686354 [24, 19]
-0.0020202498304810767 0.004085529471302497 [25, 19]
-0.004293871301791487 0.0065687417812904676 [26, 19]
0.006324569186522371 -0.005025068519505914 [27, 19]
-0.007624938190607677 0.001686399942825087 [28, 19]
-0.0021351319095936124 0.00757560693107887 [29, 19]
-0.004674741302064414 0.0009537664096293052 [30, 19]
0.0010054572998783463 0.006092437402278092 [31, 19]
-0.0012654263503954258 -0.014777070953638094 [0, 20]
0.0031132000017559626 -0.002075074253779219 [1, 20]
-0.0106596485504114 -0.0020451393887231805 [2, 20]
-0.0038132792001610988 -0.007975594480908281 [3, 20]
-0.0013000115113760162 0.022409219315256516 [4, 20]
0.006053363538481125 -0.003092895833284314 [5, 20]
-0.0028504815985139426 0.012941247338405132 [6, 20]
0.0022708849526719395 -0.001159206386768211 [7, 20]
-0.009797319829775317 -0.00850682077008523 [8, 20]
-0.006396206116504334 -0.0015785386910392412 [9, 20]
0.004734708106510448 0.009017554729207868 [10, 20]
0.0017931789011543778 0.023280589499538963 [11, 20]
-0.002562684598656769 0.006842232316550782 [12, 20]
0.0062481644200289 -0.00706747559901017 [13, 20]
-0.007133725420354948 0.0020418633140671925 [14, 20]
-0.003271655464381991 -0.005882015550031436 [15, 20]
0.0033901978047071587 0.006247398036958068 [16, 20]
-0.0037506655326974667 -0.007829828602381414 [17, 20]
-0.005248155979833658 -0.006452784572378555 [18, 20]
0.0009169605823058449 0.007833020552579116 [19, 20]
-0.005637591040682382 -0.0030223475094661423 [20, 20]
0.015241905998484065 -0.0047284949493139 [21, 20]
-0.006945080603275626 -0.0084728008448156 [22, 20]
0.005450557752689389 -0.003346420082907239 [23, 20]
-0.002752585450252017 0.02114395869808587 [24, 20]
0.0028899912644116854 0.0018077201629173644 [25, 20]
0.005394798972554341 0.003982129297084579 [26, 20]
0.005892301575771214 -0.012166641181032977 [27, 20]
0.008730046579806385 0.004188572179436127 [28, 20]
0.009846899433519523 -0.014781880881734048 [29, 20]
-0.002665794124815335 0.005339701145634804 [30, 20]
-0.006221207348345972 0.00023591100033422307 [31, 20]
0.006295421634049322 0.0014708022862614297 [0, 21]
-0.009577739890521849 -0.009076186186280304 [1, 21]
-0.010719262322103679 0.0019703584356738873 [2, 21]
-0.002271266147268841 0.019625439512097536 [3, 21]
0.0019066261604051378 0.0007250522669004387 [4, 21]
-0.004053372654329876 0.001990806090939653 [5, 21]
0.008365643351539255 0.0006474326018286511 [6, 21]
0.004189248960913257 -0.004959680614043825 [7, 21]
-0.0007641306947796934 -0.005658199914114912 [8, 21]
0.00659334621163871 0.0023319108573892425 [9, 21]
-0.007545600793788718 -0.010505767693949128 [10, 21]
-0.003166230148676429 -0.017747743835130954 [11, 21]
-0.008925978215860043 -0.0008717375429726045 [12, 21]
0.005274129808156472 0.005709659404157811 [13, 21]
-0.0003787548194218883 -0.0009719018560654086 [14, 21]
0.0004578477452790304 0.0157107694588144 [15, 21]
0.008611908131317032 -0.009194989598452228 [16, 21]
-0.004117900671854355 -0.007173860132377753 [17, 21]
-0.0054563647237933005 0.008096907455494608 [18, 21]
0.0014914285038150736 -0.0009176441539135168 [19, 21]
-0.00989339036698936 -0.0017599606037907395 [20, 21]
0.0020506404421036396 -0.0010392575060263576 [21, 21]
-0.0003232348561433213 0.0018942111098203325 [22, 21]
-0.015497633653775876 -0.003087677352246558 [23, 21]
0.007907825971018712 0.015820003380740542 [24, 21]
0.0015124312126890602 0.012566111049017536 [25, 21]
0.0036702488779326095 -0.016244556330547527 [26, 21]
0.002113484401725047 -0.001139879026231684 [27, 21]
-0.0020664728525661325 -0.0069452554704132795 [28, 21]
0.0042549500497951285 -0.009448555104357602 [29, 21]
-0.0015563991258629498 0.01713423554553182 [30, 21]
-0.00519596681710342 -0.016162703354819986 [31, 21]
0.0023012577912320782 -0.005569205503035229 [0, 22]
0.005696203285956491 -0.014370801222694842 [1, 22]
-0.0017729197519541521 -0.007805812547393091 [2, 22]
0.0019607248835862316 0.0020894789680502295 [3, 22]
0.008389630354673216 -0.007034701560836808 [4, 22]
0.012654350629644482 -0.007277172800780873 [5, 22]
-0.0096234578007296 0.02739835062812799 [6, 22]
-0.0014071930275055908 -0.0008978495297958652 [7, 22]
0.0016910680654671393 -0.008763615497178707 [8, 22]
-0.00274951780646985 0.0010761986367237325 [9, 22]
0.0013893658940014155 0.007305179065273364 [10, 22]
0.0032217463290021633 0.010141657908859647 [11, 22]
0.006385245946424821 -0.0028501695502848056 [12, 22]
0.0032253779671620715 0.001740913875729292 [13, 22]
-0.008996980049161479 0.021188915838573436 [14, 22]
0.010018310487410398 -0.0006908188718945638 [15, 22]
-0.004571565575084816 -0.015942568480651547 [16, 22]
0.00849264560160102 -0.018107907580328257 [17, 22]
0.0072670283058953985 -0.00907062821604562 [18, 22]
-0.00015152659329845244 -0.006622279928056936 [19, 22]
-0.002643332411921758 0.004218011294395109 [20, 22]
0.0013966427775469327 -0.001548363118932713 [21, 22]
0.0006542607910370069 -0.002975754889541051 [22, 22]
-0.003595953784175696 -0.006598500256710937 [23, 22]
0.004311080219017906 -0.004205527137664547 [24, 22]
-0.003755891472459563 -0.0015685387671594412 [25, 22]
0.00412208406249863 0.0030575348679376785 [26, 22]
-0.003002359955637469 0.009840628839533674 [27, 22]
-0.00438211793926973 0.017758115169181472 [28, 22]
-1.2266688555562796e-05 0.004224514965998193 [29, 22]
0.005277425588786401 -0.00033124696165792147 [30, 22]
-0.0012145506956649213 0.002487223958279073 [31, 22]
0.007222537526066313 0.004344665318823856 [0, 23]
-0.007886841706819685 -0.017870012132591002 [1, 23]
-0.008234631948234549 0.024550671880704724 [2, 23]
0.001560418320410613 -0.006997511856948678 [3, 23]
-0.0014807510231764685 -0.0016957526569927575 [4, 23]
0.0006814422599007128 0.000458473071652128 [5, 23]
0.003623644460351129 -0.005606497667586456 [6, 23]
0.0008653774999461802 -0.018841012725035983 [7, 23]
0.006718053783654122 0.0034974608462360313 [8, 23]
0.003053528759393558 0.010009057444123061 [9, 23]
0.002186710544975674 0.0010788230049117783 [10, 23]
0.007177127786391708 0.009906732322414423 [11, 23]
-0.0038169228925136484 0.0018955297159607134 [12, 23]
-0.0019165467038586668 -0.002555101976611135 [13, 23]
0.006418977767781503 0.008132726761541491 [14, 23]
-0.009227651742558607 0.013494844522973096 [15, 23]
-0.0054855162674993935 -0.008339673378706624 [16, 23]
-0.003634360369196464 -0.010356703286437828 [17, 23]
-0.004616400665209287 -0.013077630122033028 [18, 23]
0.006081549384697298 0.018552433877419356 [19, 23]
0.0023042119251997653 -0.003460299816272494 [20, 23]
-0.0005199567450290957 -0.0041397327752098435 [21, 23]
0.011331641855148138 -0.015648328339410794 [22, 23]
-0.0019685781247577253 0.018007173876555354 [23, 23]
0.0021778353567847813 0.00785991106548682 [24, 23]
0.0051181695364684865 -0.004862955751427122 [25, 23]
0.000984636456633468 0.0005510944236186373 [26, 23]
0.0033197889756010563 0.002958887155608542 [27, 23]
0.00802534675653557 0.00033171658860257116 [28, 23]
-0.011866409328161007 0.0012895882325221033 [29, 23]
-0.0017724483399471505 -0.0003288754763694218 [30, 23]
0.0015650645458783403 0.010882056000238142 [31, 23]
-2.070314810292024e-05 0.0001386053332616428 [0, 24]
-0.005653040872766166 -0.0012565239604058864 [1, 24]
-0.0017289991492187176 0.014195617896867548 [2, 24]
-0.0022946234547374217 0.013395214258002467 [3, 24]
-0.005834360344962588 -0.0003257758700722276 [4, 24]
0.009900715065076072 -0.001977120128392298 [5, 24]
-0.003903830987677029 0.002924692824298684 [6, 24]
-0.0005514950606228087 -0.0002142477549272752 [7, 24]
-0.0014957434817719016 0.017835575254103495 [8, 24]
-0.00619236040498371 -0.0026164325356315605 [9, 24]
-0.0008366659143350093 0.011522348514122954 [10, 24]
-0.0037247595485546984 -0.010999470448315844 [11, 24]
3.4383776516622256e-05 -0.024390888564761064 [12, 24]
-0.0002875310097217229 0.0020138830229408772 [13, 24]
-0.005807665527919027 0.006992659244890251 [14, 24]
0.008669816408722053 -0.007474211433194764 [15, 24]
-0.011491143463141847 -0.015278470727277355 [16, 24]
0.0028163904818501533 -0.02180197741296409 [17, 24]
0.00141898815397982 -0.004203985392330419 [18, 24]
-0.011691189939797066 -0.019191433812615972 [19, 24]
-0.0008312638629097574 0.008809886233055004 [20, 24]
0.012200336775694078 0.019170510657444483 [21, 24]
-0.004475911837966153 -0.00372656359971876 [22, 24]
-4.246497491369322e-05 0.001900024095930046 [23, 24]
-0.0028808630700372637 -0.0004230958448879979 [24, 24]
0.0010624558970876749 0.013514907117796298 [25, 24]
-0.005230832121588465 -0.016398421474641024 [26, 24]
-0.0022411464588306365 0.0029757662556482395 [27, 24]
0.003896968916097187 0.003132956796728889 [28, 24]
-0.005432002791672221 0.009566910701684861 [29, 24]
0.0006218061214527859 0.007680117658091186 [30, 24]
0.005742152116723171 -0.0036405477737815753 [31, 24]
0.0022102760498298284 0.013390396234601188 [0, 25]
-0.003914035054874576 0.00390291343351078 [1, 25]
-0.004299945084125783 0.0033645741877632506 [2, 25]
0.008378397319860927 -0.0007224578988507084 [3, 25]
0.004209990996605011 0.013554370726480348 [4, 25]
-0.00542914884086191 0.005503608825902769 [5, 25]
0.005459405716321876 -0.004022641579968848 [6, 25]
-0.0017543381794565367 0.00624312778962521 [7, 25]
-0.010237757437456894 0.00956184809217398 [8, 25]
-0.012332933646722038 -0.001931934032207271 [9, 25]
-0.007197042437693605 0.002278521564277566 [10, 25]
-0.004401483551245508 0.01191855942654475 [11, 25]
-0.007245530977521254 -0.003529799834468514 [12, 25]
-0.0015158648699063091 0.020194994121716197 [13, 25]
0.002089553786081066 0.00035977983719830635 [14, 25]
-0.004604162249268543 0.017815601062745667 [15, 25]
0.0066401012951606865 -0.0020261073432404583 [16, 25]
0.0002942632377658833 -0.007466067585978105 [17, 25]
-0.0028238504708590724 0.019181978801222403 [18, 25]
-0.004168493171851691 -0.009364933892957877 [19, 25]
-0.004911473061111632 -0.0126963474521065 [20, 25]
0.0009525093910142115 -0.01436160485158668 [21, 25]
0.0024121881073133886 -0.007569757923668446 [22, 25]
0.00359758965244839 0.01164233759419964 [23, 25]
0.0009774414212299224 0.004349981968627527 [24, 25]
0.0016166811916910552 -0.011286917699248918 [25, 25]
0.004618375162497393 -0.0016437363344542538 [26, 25]
-0.00495216889574173 0.006387578587697692 [27, 25]
0.0056271568509419344 -0.0015174623902131214 [28, 25]
0.00014999010549879218 0.0049294828898544946 [29, 25]
0.004843187181118525 -0.01325433211180303 [30, 25]
-0.0035554721901587005 0.0025185321850602093 [31, 25]
0.00012412567097240442 0.0040936376287516 [0, 26]
0.0001391577000509516 0.0018972086338622947 [1, 26]
0.006339971792352991 -0.02437798308719352 [2, 26]
-0.005771891151015007 -9.835038154611453e-05 [3, 26]
-0.003759707787162437 -0.0026469681215266477 [4, 26]
-0.005934416360553225 0.011001397153818445 [5, 26]
-0.007746030963893352 0.0007021370908628922 [6, 26]
-0.004503734624203097 0.009024641712144147 [7, 26]
-0.006193180752351773 -0.001936405508004687 [8, 26]
-0.00023367578358375545 0.005457026828220997 [9, 26]
0.0028022759633036303 0.015555666701400643 [10, 26]
0.001790469536855438 0.002944554152845956 [11, 26]
-0.0005151267790492998 0.011787497340512425 [12, 26]
-0.001954876076414035 0.0064827618021828775 [13, 26]
0.002881755681275426 -0.011421497763681341 [14, 26]
-2.4385208445100713e-05 -0.003249610100024974 [15, 26]
-0.0118379207995861 -6.30992507019063e-05 [16, 26]
-0.0016962576931603963 0.004127292904931082 [17, 26]
-0.003961641525041049 0.009487114916260326 [18, 26]
-0.0024721599170973393 -0.004078638442915912 [19, 26]
0.00825641389045729 0.002394040514850051 [20, 26]
-0.00033114567656179663 -0.004729939229395384 [21, 26]
0.004457517276066326 0.013435180638304912 [22, 26]
0.00579993661946241 -0.0020540856900948205 [23, 26]
0.00381004712069342 -0.0004967864817617259 [24, 26]
0.012109873431865117 -0.003746601371010115 [25, 26]
-0.002112044764465494 0.006580993783111344 [26, 26]
0.00024630587296275194 -0.008979210276039177 [27, 26]
0.000803384170619137 -0.015385815761904446 [28, 26]
-0.00273896474709805 -0.0014972944192547268 [29, 26]
-0.005783912099970608 0.0027208049575496514 [30, 26]
0.006064241439864302 0.011157874936511863 [31, 26]
-0.0014843069782544645 0.0055071042392195475 [0, 27]
-0.00401360810711865 0.011224864635707286 [1, 27]
0.0014818298734966694 -0.0010030860968132786 [2, 27]
-0.004916311017845665 0.005133347827519408 [3, 27]
0.0025765621295498185 -0.0034913213782667004 [4, 27]
-0.005976531261466665 -0.007651958491753116 [5, 27]
-0.0010636183612356186 -0.009432497529369204 [6, 27]
-0.009256806075465583 0.010686865549716108 [7, 27]
0.006240600040372579 -0.0064995029817035395 [8, 27]
0.005704991872747924 -0.011420798374893857 [9, 27]
0.00020413416831399102 -0.00750038734054919 [10, 27]
-0.009966819523434926 -0.004521571348650491 [11, 27]
0.004846158788470585 -0.008069495404740641 [12, 27]
0.004275861325828139 -0.004802736004117493 [13, 27]
-0.0016972820936153818 0.014049219820734715 [14, 27]
0.010320633673012489 -0.004333853610613808 [15, 27]
-0.0004255993754770729 -0.0137155738703658 [16, 27]
0.002469084216977722 0.0013546871805606014 [17, 27]
0.00525520316700104 -0.009763217682902187 [18, 27]
-0.0039109744694584 0.003205875236847285 [19, 27]
-0.006211084145852403 -0.011453602710383547 [20, 27]
-0.005758277097558718 0.009344914982195194 [21, 27]
-0.0005425891724711528 -0.007969104646238144 [22, 27]
-0.0016407418371446696 0.002590972270574932 [23, 27]
-0.0004151675751863338 -0.025404192481549744 [24, 27]
0.005440560018190527 0.006112401776379486 [25, 27]
-0.00043056220485190405 0.005411216775959525 [26, 27]
-0.00456208446015998 0.006424731311307927 [27, 27]
-0.0021069872677919542 0.012376150057924128 [28, 27]
-0.0035845236389035304 -0.0038341448097459485 [29, 27]
-0.0034338230599976058 -0.009804795352752485 [30, 27]
-0.0037948747293413414 0.005196305300273611 [31, 27]
0.013910514552199327 -0.015454241725195082 [0, 28]
-0.00036855687276901225 0.014095744234727389 [1, 28]
0.00025678335135619355 0.004351733637447452 [2, 28]
0.0012977814730860842 0.0001449209454042611 [3, 28]
0.005919948581519386 0.011646446624899194 [4, 28]
-9.143892030014292e-05 0.0033193751791855907 [5, 28]
-1.1214979789561942e-05 -0.006742452297573053 [6, 28]
0.0012693543832797208 0.004135763954547212 [7, 28]
0.007888894329366482 -0.013975514405238558 [8, 28]
0.0016326249988879561 0.0020404130634837972 [9, 28]
0.0018559887698379963 -0.003675625990202909 [10, 28]
0.0011990993141809101 0.00832977427164441 [11, 28]
0.0015360554196893663 -0.009275362775462297 [12, 28]
-0.003862025045566508 -0.0035334800224855025 [13, 28]
-0.002159825955662407 -8.16848542643808e-05 [14, 28]
-0.0017663598353809917 -0.008369915578975456 [15, 28]
-0.010542141063910462 0.012370960114379319 [16, 28]
-0.0038218381865585357 0.003658991512160419 [17, 28]
0.001131794459810787 -0.002403204718454494 [18, 28]
-0.0024812259222116583 -0.0041167728826687604 [19, 28]
-0.00041015981310624916 -0.001610097357448595 [20, 28]
0.0013837788982079616 -0.004240226329539225 [21, 28]
-0.0018647779358046208 -0.003764118329033081 [22, 28]
-0.011245606908204048 0.010511920499437001 [23, 28]
0.006433195195247598 0.0069010199838175895 [24, 28]
0.002904874660418396 0.004112078289226483 [25, 28]
0.0017679831530756718 -0.013023054609302448 [26, 28]
0.0019942593306701123 -0.0017232954046455195 [27, 28]
0.009989842756154837 -0.002529072913955125 [28, 28]
-0.004253861500677109 0.006702261030851095 [29, 28]
-0.0017322298284238773 -0.012054717574528268 [30, 28]
-0.01076790004248957 0.0010830702856619336 [31, 28]
0.0019182720469180137 -0.0014433216396559636 [0, 29]
-0.0007015594413908838 -0.0006202663665376998 [1, 29]
-0.0028893260690478874 -0.004275056877544182 [2, 29]
0.0007814081568130431 0.00556565118443207 [3, 29]
-0.005074875776450186 0.006299055132020967 [4, 29]
0.0017167749374503104 0.0027607875184844123 [5, 29]
-0.005094768989200641 0.0033057579750695896 [6, 29]
0.0004436775200569735 0.011587035273762156 [7, 29]
-0.006354031475848118 0.004063147755251078 [8, 29]
-0.009162729642802502 0.0019347877736341289 [9, 29]
-0.0023218203640220795 -0.0019556495712612127 [10, 29]
0.003552595861605665 -0.0026196251866518797 [11, 29]
-0.005229241859367875 0.0019079605100960095 [12, 29]
0.002415940175030191 -0.008562326223770653 [13, 29]
9.306528596110801e-05 -0.007692124144795747 [14, 29]
-0.00019351922890828416 -0.00530096256298277 [15, 29]
-0.00344799963515939 -0.004734398007709867 [16, 29]
0.0048832905577802285 0.00836149583811324 [17, 29]
0.002197666969871388 -0.008328346900481825 [18, 29]
0.0038688241649398832 0.0016162172613135989 [19, 29]
0.008622729565765758 -0.012083703586554003 [20, 29]
0.004411769490479002 0.006318895989614662 [21, 29]
-0.00019202903073401527 0.005104613850399315 [22, 29]
0.007875265913806415 -0.0020839825801978722 [23, 29]
-0.006052512190066922 -0.01907977247985821 [24, 29]
0.0001198254378806306 -0.009904583470482006 [25, 29]
-0.0018510543565213014 -0.008735875769714612 [26, 29]
-0.0001479391895855842 -0.002261510766059263 [27, 29]
-0.0028161015005122034 0.0016104916942483957 [28, 29]
0.0009847569597619564 -0.005025335384052201 [29, 29]
0.0017103734908631091 0.004982098870536786 [30, 29]
-0.0015499771714741768 -0.006552491138730527 [31, 29]
-0.0010752101818866597 0.005059183911377108 [0, 30]
-0.007931590680013124 -0.0021196415580288885 [1, 30]
-0.004278956365373279 0.004612258549438728 [2, 30]
-0.00030120775444156695 0.006217637645468377 [3, 30]
-0.003486553912622493 0.001828992570264642 [4, 30]
8.46281770168618e-05 0.02191000862200778 [5, 30]
0.00453513702072509 0.004830659673994313 [6, 30]
-0.001660401436305341 -0.005323666191871753 [7, 30]
-0.0025466661928582766 0.00393407403815568 [8, 30]
0.003459051948502963 0.013432866509442181 [9, 30]
-0.0022419776679720653 0.0039853735840841165 [10, 30]
-1.532423014033636e-05 0.003287404676129779 [11, 30]
0.0022104517067979596 0.0039959049491756354 [12, 30]
-0.0031370830677061503 -0.0003160470643887202 [13, 30]
0.006341288360271554 -0.011822808314071736 [14, 30]
-0.0005994153774748581 0.006648349226302183 [15, 30]
2.148364516510836e-05 0.0008276361409912798 [16, 30]
-0.002089365729122112 0.007216323177560828 [17, 30]
0.0007750760676078586 0.006274095071876559 [18, 30]
-0.004894976153768736 0.0004908518100739879 [19, 30]
0.007592499164177774 0.01148614389014088 [20, 30]
0.00255614454817781 -0.001744615278434934 [21, 30]
0.003031027878973343 -0.005855100132864519 [22, 30]
-0.001373999418339752 -0.0061876756298476715 [23, 30]
0.0015515711947301886 -0.0035862484905035885 [24, 30]
-0.009108855132928782 0.0001440369180647948 [25, 30]
0.003824383328471934 0.0014933831432177341 [26, 30]
-0.0028523147954185105 0.0031383450056639223 [27, 30]
0.002304128556105607 -0.008014481050394217 [28, 30]
0.002090159131087126 0.013249878690571665 [29, 30]
-0.00557598949018404 -0.011751121917757016 [30, 30]
-0.0006150709422450003 -0.005562123936468163 [31, 30]
0.0006442426244809006 0.0017795483979644133 [0, 31]
-0.0003907671108974901 -0.0005536265962789402 [1, 31]
0.001900489362467344 0.0008528581561690839 [2, 31]
-0.0018328098704122073 0.007022501330354783 [3, 31]
0.00022943436033555972 0.0034021493961964152 [4, 31]
-0.0050050653869411045 0.004168237288922489 [5, 31]
-0.004608642165060989 -0.00582437816948392 [6, 31]
0.0033098228288348103 0.0174428284358129 [7, 31]
-0.0032731459240171604 -0.0017137457964403794 [8, 31]
-0.005202789817983903 -0.012986321771334484 [9, 31]
-0.006135604891334025 0.00883085599112581 [10, 31]
0.004512721348798952 0.008075534105596196 [11, 31]
-0.0013497830570210422 0.011321645200391963 [12, 31]
-0.0004559422915227514 0.01100826655557088 [13, 31]
0.003954667006118466 -0.001953905228784718 [14, 31]
-0.0010254982833345257 0.0009614104250944473 [15, 31]
0.0032508306896726663 -0.0023872570218868 [16, 31]
0.0026008207819930244 0.0018663871899622774 [17, 31]
0.00017063427378739488 0.012214618520850226 [18, 31]
0.0027342636452511626 0.002750385812545616 [19, 31]
-0.0003558057064158711 -0.005243902160294162 [20, 31]
-0.00312664624378931 0.00894107733473457 [21, 31]
-0.0006385397363723635 -0.012926058338258392 [22, 31]
9.073450945681613e-05 0.006025671597554185 [23, 31]
-0.00040762226087413843 0.0030504833903548328 [24, 31]
0.004934187853463287 0.002032765828302999 [25, 31]
0.0026084917095440118 0.000921187019300593 [26, 31]
-0.0017670913827288687 0.00011572692662504083 [27, 31]
0.0013427572692199317 -0.0009619154876169206 [28, 31]
0.002428773824263177 0.009612639998443006 [29, 31]
-0.004027471373986776 -0.0016882688046398655 [30, 31]
-0.008049511410074263 -0.0036941937880305325 [31, 31]
