#    gamma 1               gamma 2           pos
-0.006923771709962836 0.004278135966414259 [11, 16]
-0.023222871209881545 -0.006262165714379936 [12, 16]
0.013940286784213633 0.019475307214490468 [13, 16]
-0.004708778037553719 -0.01185097567251922 [14, 16]
0.01231762806893522 -0.019665541388467593 [15, 16]
-0.004177774745362098 -0.01240975315764392 [16, 16]
-0.009004373038874403 -0.015812192900040614 [17, 16]
0.015614458211870193 0.007435802729007771 [18, 16]
0.004128172583161794 0.0013462256460148563 [19, 16]
-0.004166300681150985 0.002213405664039263 [20, 16]
-0.01238997188173455 -0.0025229121870782756 [21, 16]
-0.002125888851353787 0.005428467398182126 [22, 16]
-0.004411008182709769 -0.009268957441021144 [23, 16]
-0.01594670680294538 0.00293963234121134 [24, 16]
0.003770686730928269 -0.006464803147595179 [25, 16]
0.005579851468904751 0.004031444278877908 [26, 16]
0.014708577635811222 0.0077024427380985834 [27, 16]
0.02141180265404735 -0.00032209015816342005 [28, 16]
-0.020210940510429494 -0.007565233903149211 [29, 16]
-0.009935661149411976 -0.002157874902048197 [30, 16]
-0.0030730924144232257 -0.002506789798680254 [31, 16]
0.006607639638008508 0.0014026201429250184 [0, 17]
0.010906614926509248 -0.0019528077584360021 [1, 17]
0.011014466542962835 0.012750277810201866 [2, 17]
-0.018938100089280974 0.004692796336638672 [3, 17]
0.0011410538826541485 0.0010309301989869996 [4, 17]
-0.0032822544155049 -0.004107818691306818 [5, 17]
-0.006799834003095484 0.0032889127802982285 [6, 17]
-0.00380359151899226 -0.0014048931217329457 [7, 17]
-0.004167927114466989 -0.01841414478503511 [8, 17]
-0.018917436627618172 0.00035940073286013554 [9, 17]
0.010684163751575689 -0.011495988283870221 [10, 17]
0.013783188739408968 0.021236952470798976 [11, 17]
0.002542330761130862 -0.0033854505515279465 [12, 17]
0.00868404556393666 0.006548754303698061 [13, 17]
-0.010492739402688722 0.01215787180266558 [14, 17]
0.00038021858849761727 -0.00027679436822850554 [15, 17]
0.0029338526042660953 -0.020445853050815373 [16, 17]
-0.006413662507126466 -0.0015782473936730992 [17, 17]
0.005407390183047938 0.004066988748072428 [18, 17]
0.02727214164984033 -0.005957169673528213 [19, 17]
-6.661764937079956e-07 0.0020424093652760527 [20, 17]
0.011133411679141928 -0.0027123973893117717 [21, 17]
0.005302450244901334 0.014459938044936208 [22, 17]
-0.003060328518608166 0.006576642393178258 [23, 17]
-0.016610784127183465 -0.0010439215188013514 [24, 17]
-0.015221234769372635 0.0010474754532835097 [25, 17]
-0.00674231287897348 -0.003347136654380815 [26, 17]
0.0038209428559882125 -0.001810360116604655 [27, 17]
-0.022332390145948722 -0.003402441802946912 [28, 17]
-0.00874741725155617 -0.005849355871288206 [29, 17]
-0.008411423382798476 0.01712878509836548 [30, 17]
0.006083988259807627 -0.0021577919925354237 [31, 17]
-0.003386594364533 -0.024734919705287572 [0, 18]
0.013926800953519424 0.007130651313256994 [1, 18]
-0.013119157716240943 0.003405489948847421 [2, 18]
-0.0198264643819623 -0.0008472223784963843 [3, 18]
0.005106848268603085 0.01210934930846103 [4, 18]
0.010883893520868278 -0.011402911882012125 [5, 18]
-0.025621264823390943 0.00010455848247868995 [6, 18]
-0.00963554413638071 -0.008287387505538544 [7, 18]
-0.011090739247068486 0.01210505242487333 [8, 18]
-0.004547408693450019 0.013675464799257462 [9, 18]
-0.017519230911510954 0.00017018646739358335 [10, 18]
-0.006973340197441814 0.005826748514375966 [11, 18]
-0.025182226428113016 -0.014134850442740484 [12, 18]
-0.0036589628779165055 -0.007553309096766546 [13, 18]
-0.00859786575383435 0.0051081664223061995 [14, 18]
0.0078041843096102945 0.004591143106584834 [15, 18]
0.02066591904742323 0.0007448916631543158 [16, 18]
-0.016526591469837166 0.007822033891154719 [17, 18]
0.0029353878986112165 0.011172809773152189 [18, 18]
-0.01814303282408619 0.01520570285833407 [19, 18]
-0.0061236854699767826 0.0036657038478449164 [20, 18]
-0.010742411912176649 -0.004274210344313126 [21, 18]
0.011600927091116023 0.0015414429705278866 [22, 18]
-0.011190214646657756 -0.009826821141691072 [23, 18]
-0.000727758069615237 0.004761472954325303 [24, 18]
0.0045817727416360594 0.013345187480775312 [25, 18]
-0.013113756830443376 -0.011783333712323816 [26, 18]
0.0034488459943030096 0.0012077718612242424 [27, 18]
-0.009362572737433128 0.0044912731506193205 [28, 18]
0.003626063853172997 -0.0013247739036751133 [29, 18]
0.006569522909778404 -0.0012556086799490676 [30, 18]
-0.007457419051182221 0.010021390042659301 [31, 18]
0.0074287489412213845 0.006253209485799405 [0, 19]
-0.020619606972794673 -0.001104322118934373 [1, 19]
0.019596786341971834 -0.018295958393648948 [2, 19]
-0.018483399099575054 0.009387704126598038 [3, 19]
0.01024462053866745 -0.004341001587799242 [4, 19]
-0.008949574687187822 -0.01903134385700996 [5, 19]
-0.015705713002901692 -0.0013270200477533823 [6, 19]
-0.01098006063640492 0.00443115310295134 [7, 19]
0.00767066398677913 -0.0005861750024363481 [8, 19]
-0.0019495265242348051 0.0005070931075874433 [9, 19]
-0.002806951085740343 -0.006730719867832694 [10, 19]
0.0049987144239686705 -0.0024655099022769665 [11, 19]
-0.0017520950372626632 -0.0030061761555224427 [12, 19]
-0.018466579534292395 -0.01787117583636156 [13, 19]
-0.02782973299766192 -0.003153881705736197 [14, 19]
-0.020696996879443878 -0.0014261416838206493 [15, 19]
0.00761993296051647 0.00041300983293900877 [16, 19]
-0.0096045245755206 0.004576236280822152 [17, 19]
-0.031490956061467956 -0.009350515077003158 [18, 19]
0.012245402507143255 0.006047013723264318 [19, 19]
-0.0016054017620997381 0.00873675200594871 [20, 19]
0.00720498922165579 0.00922111924826978 [21, 19]
-0.004032909796926491 -0.011140131883738334 [22, 19]
-0.016986391408206188 -0.0020740460637624783 [23, 19]
-0.0090248635512746 -0.013675837442262166 [24, 19]
-0.010619452882361036 -0.0019675783248152205 [25, 19]
0.011723410985066766 -0.004308494075110703 [26, 19]
0.0010913352082568399 -0.005367051578197463 [27, 19]
-0.014756296267986461 -0.005216550154495987 [28, 19]
-0.003185282758080923 -0.014947574364294558 [29, 19]
-0.008349446560649084 0.0013920002957664216 [30, 19]
-0.009715473182808763 -0.004458052788274314 [31, 19]
0.005563802061232043 -0.0027443997997111556 [0, 20]
-0.011389849484348282 0.0036140831957585905 [1, 20]
0.02982246153211583 -0.00291956098445921 [2, 20]
-0.012296671659578942 -0.0070583605861980914 [3, 20]
-0.006941541830726213 0.02178453983868234 [4, 20]
0.0034296486551801063 0.0006298067175995664 [5, 20]
0.0004530813268931029 -0.0016281390868672927 [6, 20]
0.03093810762982612 0.006755682571292088 [7, 20]
0.009533188974657459 0.008258655250285813 [8, 20]
-0.0026291151433527355 0.011381975824792605 [9, 20]
-0.0006226094170452318 -0.0008071398041979045 [10, 20]
0.0006228543760444566 -0.005227542794323025 [11, 20]
-0.018543020244952104 -0.00018343871021406794 [12, 20]
0.009474298852221428 0.026584997293853982 [13, 20]
-0.030167899243517954 -0.0039040042262222406 [14, 20]
0.01364564329208844 0.01940634855761118 [15, 20]
-0.007166821863925736 0.00192682274548324 [16, 20]
-0.005631321751942558 -0.011445222099025078 [17, 20]
-0.008841421254504739 -0.007846268146552801 [18, 20]
0.005614245219882053 -0.006917272366910726 [19, 20]
0.01329723431140857 -0.015476901970905036 [20, 20]
0.02160683062997718 0.009624586945936674 [21, 20]
-0.0016894334030219593 -0.01650147913063328 [22, 20]
-0.0027744066081187963 0.005635905837624756 [23, 20]
-0.000676342470923553 -0.006014196177913079 [24, 20]
-0.0015082491352829289 0.003280258325337033 [25, 20]
-0.007607205453429781 -0.00717984891258236 [26, 20]
0.0035481647632748165 0.005536273613944441 [27, 20]
-0.013329108522566682 -0.009879462273216198 [28, 20]
-0.0044304199611143215 -0.0019517857265802234 [29, 20]
0.006571603926603463 -0.0007870405029218819 [30, 20]
-0.0055594445122335474 0.010928683924496977 [31, 20]
0.0041673634240293215 -0.004609532796569472 [0, 21]
-0.02804193951197928 -0.0033104923100895013 [1, 21]
0.011228691796475548 -0.007315114947365929 [2, 21]
-0.013946536523232448 0.007658389892137729 [3, 21]
-0.005825639058186271 -0.0014977346442400954 [4, 21]
0.005497722952594406 -0.0001112705573629446 [5, 21]
-0.00346706459253011 0.0028858751022225507 [6, 21]
0.017158798831924674 -0.009809743457202855 [7, 21]
-0.0038534775008557502 -0.00505555931144545 [8, 21]
-0.006026643310856067 0.003046424440788356 [9, 21]
-0.008844679903470057 0.0005408041061675348 [10, 21]
-0.01735861512624073 -0.0042025851958041 [11, 21]
0.012416848857944803 -0.01637603482057884 [12, 21]
-0.0034813462832670155 0.01148345738932222 [13, 21]
0.0007362854758728778 0.007558619075647254 [14, 21]
0.0035378560073893194 -0.0033401419956769728 [15, 21]
-0.009094148870093697 -0.003690617631054909 [16, 21]
0.003508329412372066 0.0033983811695076837 [17, 21]
-0.00015053377493470403 -0.007903484501733124 [18, 21]
0.0016865004566650806 -0.00641711239558607 [19, 21]
0.003915275225086721 -0.004449193894029042 [20, 21]
-0.00783999368232905 -0.008765602704813216 [21, 21]
-0.009472949589342429 -0.002146700859639558 [22, 21]
0.004141175433145267 -0.0002603341588695407 [23, 21]
0.011333327605442782 0.005754315753895848 [24, 21]
-0.006213792170884362 0.012082650646416757 [25, 21]
0.0045424142509852385 -0.007362718463261764 [26, 21]
0.0038881399703325353 0.001547112236672627 [27, 21]
0.00979872040421373 0.006319576214339386 [28, 21]
-0.004031629881694249 -0.0034659918103619675 [29, 21]
-0.011365652108002694 -0.000386874198373211 [30, 21]
-0.0008274174206146926 -0.001212825399241456 [31, 21]
0.014216023850707504 0.0041619107936755415 [0, 22]
-0.002889738375858532 -0.01253695084836948 [1, 22]
-0.036580668150138294 0.0024628912574299524 [2, 22]
0.006647616582319347 -0.000983175757782132 [3, 22]
-0.010296974340106022 -0.014434757691487794 [4, 22]
-0.007205787394691687 0.001479779425894048 [5, 22]
0.009533641572789036 0.003234358856686162 [6, 22]
-0.014242475782136636 -0.005004724631274398 [7, 22]
0.013151494043690724 -0.0021121295938184795 [8, 22]
-0.02349908259124731 0.011840813961281862 [9, 22]
0.02539653626396582 0.00876209667007294 [10, 22]
0.004553581595249133 0.0016412805338668136 [11, 22]
0.008579325673698767 -0.019234223236683938 [12, 22]
-0.011986061470347495 -0.004346440201582457 [13, 22]
0.002048225265275771 0.0030084072162247246 [14, 22]
-0.004598239015237848 -0.00023628988496690974 [15, 22]
-0.001867169387926989 -0.012414003415814405 [16, 22]
0.00355483422920777 0.006090344593277599 [17, 22]
-0.006477241323437381 0.009400437163609136 [18, 22]
-0.026517120354097482 -0.00035555888551328364 [19, 22]
0.007755669670591628 -0.0010925513764211757 [20, 22]
-0.008394919381344899 -0.01377053773449785 [21, 22]
0.003370687620462437 0.003713194641496678 [22, 22]
-0.0005716560103822679 -0.009146689686661318 [23, 22]
0.011443587287838916 0.0036316965658250793 [24, 22]
0.0007603446923582879 -0.00794517277017064 [25, 22]
0.0005545258362624714 -0.012338721406016707 [26, 22]
0.00548380033256205 0.003898230657741263 [27, 22]
0.003878401190002321 -0.0043374850619552876 [28, 22]
-0.0028073879889401942 0.01013763864924582 [29, 22]
0.0038306349664105235 0.008588114398649033 [30, 22]
-0.00421110850226626 -0.004088532728632377 [31, 22]
-0.0015452821434452245 -0.01024283780513347 [0, 23]
0.001495521375495167 0.005522611283787711 [1, 23]
0.025808643505646715 -0.010913365357839289 [2, 23]
-0.0007319374395446304 0.014064052528250607 [3, 23]
0.01366638799343185 0.021404459784959737 [4, 23]
0.020835305578452992 -0.0006849614376392898 [5, 23]
-0.004965427843894904 -0.0010159177174069352 [6, 23]
0.0010719121410645578 0.007518319060371738 [7, 23]
0.0013209478470799254 -0.023642723283091912 [8, 23]
-0.010571450941266016 0.007827617489272378 [9, 23]
0.004177336122623701 0.010793301501229252 [10, 23]
-0.00807227976444456 0.0028318189711042 [11, 23]
0.01879674893523329 -0.003751954899733619 [12, 23]
-0.009303309226591585 0.0034217298333703164 [13, 23]
-0.003046304871317614 0.016582706513359944 [14, 23]
-0.023664738584166456 0.0019433880855994163 [15, 23]
-0.01079783637764685 -0.0042660822680969076 [16, 23]
-0.022595090004688862 0.020760172286270952 [17, 23]
0.01593107231715515 0.002265720749007505 [18, 23]
-0.03410255239961218 0.007778726859250869 [19, 23]
-0.004489959360648136 -0.007210853901214206 [20, 23]
-0.03352379358858773 0.00400173924039821 [21, 23]
0.0076821752422090986 0.000700196110157345 [22, 23]
0.0014390831398020942 0.005738950663671801 [23, 23]
-0.0020366071553761926 2.8443289273490837e-05 [24, 23]
-0.0013728649678732248 0.010201627290074016 [25, 23]
0.016444306792432233 -0.0006841631140918612 [26, 23]
-0.007646014197724833 -0.0012213610792460965 [27, 23]
-0.016901539952956672 -0.0027112402687116664 [28, 23]
-0.0006998823987264828 3.9512580401193066e-05 [29, 23]
0.00048340961695397735 -0.0077232108751941015 [30, 23]
0.008218755235820194 0.0021250368857856135 [31, 23]
-0.014683361018580698 0.004383345363564792 [0, 24]
-0.012725017119805303 0.0006456202874604293 [1, 24]
0.007350837376252189 0.0044893164127467345 [2, 24]
-0.0030997569376625816 0.009285178496146799 [3, 24]
0.003120857734462143 -0.0031577933208610234 [4, 24]
-0.008813034016556405 0.00597293903935247 [5, 24]
0.0033145793391101334 0.0016212913425913591 [6, 24]
0.0022757892921039437 -0.008807609100984756 [7, 24]
0.00892298487482952 0.004617632385202006 [8, 24]
-0.011915063598797635 0.0061488448656885 [9, 24]
-0.011210387595793993 0.000692127207836757 [10, 24]
-0.020313360400430525 -0.0006162510418095788 [11, 24]
0.003391101683344839 -0.0050417891444791306 [12, 24]
0.020612554104965083 0.006457781764420788 [13, 24]
0.007374006145571134 -0.00423574411605174 [14, 24]
-0.0028129898328039947 0.015664365758043704 [15, 24]
0.01098226344971275 -0.003047719623200454 [16, 24]
-0.015372695612304676 -0.008031507810756242 [17, 24]
0.007278926624956864 0.001443990376891226 [18, 24]
-0.018112582221720838 0.0004003340708742272 [19, 24]
-0.025952406680541162 -0.00034530787472970023 [20, 24]
-0.005603807276725714 0.003982770939685941 [21, 24]
0.017694417795494334 -0.008932023468647176 [22, 24]
-0.013184881787322644 0.0026444414545666738 [23, 24]
-0.005255308778195485 -0.001464295127291976 [24, 24]
0.0029441654720273624 -0.008826966353717729 [25, 24]
-0.014574423216333964 0.033391594725497506 [26, 24]
-0.022387847460622105 0.008427509153378927 [27, 24]
0.005829998821225973 0.002590930209083333 [28, 24]
-0.012709884574606794 -0.00658767675247404 [29, 24]
-0.004938083187542721 0.0013056772893447592 [30, 24]
-0.003603473160924111 -0.002420841268931443 [31, 24]
0.0021272585276362653 -0.012835775726663848 [0, 25]
0.011629656169858438 0.004116767451798424 [1, 25]
-0.005574370042239678 -0.0031677374520005497 [2, 25]
0.00017956733211296262 -0.0035127605761033106 [3, 25]
-0.002028922015455384 -0.005059117789925571 [4, 25]
0.010996671324228649 0.0004127343073628747 [5, 25]
-0.001516702680446534 -0.00022875866947337585 [6, 25]
0.007482669961305738 0.002700210891556029 [7, 25]
-0.018751491450864178 -0.007299649593275195 [8, 25]
-0.003154254499019521 -0.009219311312012793 [9, 25]
0.012445612708133838 -0.0006455403778377121 [10, 25]
-0.0031841147442236025 -0.006986209703499292 [11, 25]
-0.007420868707844369 0.006528673886342646 [12, 25]
-0.0007555725510050647 -0.0014652377677721203 [13, 25]
-0.010411969750698113 -0.008025359252225398 [14, 25]
-0.005972187546199243 0.010136652744395316 [15, 25]
0.007793994342934559 -0.009787632086813595 [16, 25]
-0.005886945958870051 0.01163499589600966 [17, 25]
-0.016983413888744324 0.005517025523861871 [18, 25]
-0.013831625220789618 0.009069013941326778 [19, 25]
-0.0013721035016217064 0.0026021804607790394 [20, 25]
-0.017235928676620833 0.006171618739939961 [21, 25]
0.00487615014245232 0.0027332962808623612 [22, 25]
-0.012505517150210166 -0.010898347400151503 [23, 25]
0.00801879220684443 0.007096873837867542 [24, 25]
-0.0064525570168010955 -7.918421789959047e-05 [25, 25]
-0.009374736488682466 -0.0013185758103919929 [26, 25]
-0.01150536252405016 0.0026622708832710535 [27, 25]
-0.006286695587086053 -0.020636003667458987 [28, 25]
-0.006883664703771146 -0.007686679615924345 [29, 25]
-0.00492985720403113 0.007642346887532474 [30, 25]
0.010741560600291229 0.003437931112660183 [31, 25]
-0.004826096111825029 -0.0018853202984333893 [0, 26]
-0.015825906659682847 -0.002781304309118626 [1, 26]
-0.012343191173516208 0.0016020306404886603 [2, 26]
-0.004091745327472649 -0.008598537252843092 [3, 26]
-0.010519090236224821 0.001128639038973166 [4, 26]
0.010241248409894627 -0.002093852316679874 [5, 26]
0.0009704526753816509 -0.00973196192166102 [6, 26]
-0.01495941782265333 0.008130520961261942 [7, 26]
-0.004682905708575173 0.0027544628496546895 [8, 26]
0.010752170683456576 -0.0018612964067077874 [9, 26]
0.005369973671607892 -0.0020344466123041276 [10, 26]
-0.003284129453781591 -0.00027912395356400693 [11, 26]
-0.015948678101545252 -0.01163153662494108 [12, 26]
-0.010265992937782098 0.012622086160094583 [13, 26]
-0.00689358975927225 -0.0013656083542899333 [14, 26]
0.0019326367891649055 -0.008267553480229109 [15, 26]
-0.0012931864492535241 0.005608534443444133 [16, 26]
-0.005034458950020425 0.015340178636040595 [17, 26]
-0.027386959883732208 -0.028885855516730605 [18, 26]
-0.00925889880500381 0.003941493767859709 [19, 26]
-0.002132157300000844 0.0006390921391954284 [20, 26]
0.006893545607776923 0.003389803996485542 [21, 26]
-0.003442200853449516 -0.0045085341606723815 [22, 26]
-0.004252085141692853 -0.005373192348040243 [23, 26]
0.004233550310586834 0.013522600076245526 [24, 26]
0.01646892718980691 0.001654485886179049 [25, 26]
-0.014429466378504523 -0.010286322214283435 [26, 26]
-0.02397757033361594 0.007232074116632272 [27, 26]
-0.0012898001760692215 -0.002426245623669253 [28, 26]
-0.0029418442752493605 -0.002590431189031297 [29, 26]
-0.0022913825641709355 0.0004077791851878771 [30, 26]
0.0010595049736328397 0.004257413465399028 [31, 26]
-0.010084140403532551 -0.00839808398495858 [0, 27]
0.002437601037297631 0.000465618729087384 [1, 27]
-0.01431528305013144 -0.009911697310184465 [2, 27]
0.036441540065785386 -0.00990608923913382 [3, 27]
0.00992961921118887 -0.0039718292830038734 [4, 27]
-0.016882957257952958 0.00010418013845870984 [5, 27]
-0.005228130935305291 -0.008887703060833248 [6, 27]
-0.014614057685858703 -0.01488281625206256 [7, 27]
-0.009736804248084204 -0.009073005510055073 [8, 27]
0.006467868738411666 -0.0021902225582719538 [9, 27]
0.012867308858188828 0.005980208042996882 [10, 27]
0.002428111974225733 -0.008075809878089611 [11, 27]
0.00030116085341611867 -0.00958038003964281 [12, 27]
0.009794521898492576 -0.02283002327041769 [13, 27]
0.004245024316460582 -0.0010899089917242634 [14, 27]
0.004772542105518925 0.01708021646630531 [15, 27]
0.0014796255458343936 0.007869819823712083 [16, 27]
0.00023222596032022874 -0.006383730625382663 [17, 27]
0.008108356136489359 -0.010640441506227597 [18, 27]
0.000822617964169865 0.004956575973420897 [19, 27]
-0.002020459211827977 0.01333026499256084 [20, 27]
-0.007025054573598144 -0.0055431629708617355 [21, 27]
-0.004978162364917604 0.0006824462196940938 [22, 27]
-0.012137609941057507 0.008758473032012338 [23, 27]
0.0044064367403297 0.00022030801124461592 [24, 27]
-0.0029601034957221777 -0.001769948052767269 [25, 27]
-0.004494356729430439 0.0017616202002305032 [26, 27]
0.0024385992729946313 0.007589151883283201 [27, 27]
6.60266444111354e-05 0.004019339003103787 [28, 27]
-0.0016855626568394327 0.0027784479562239775 [29, 27]
9.841191038132018e-05 0.022740656458450307 [30, 27]
-0.004334648554408106 -0.0004837269719209327 [31, 27]
0.0029622916639794623 0.011275838540904115 [0, 28]
0.0019299101779181843 0.00038240332408293764 [1, 28]
-0.0035398147348253595 -0.009872709901951502 [2, 28]
-0.00046659438739772655 -0.007920503876534642 [3, 28]
0.001929451786538554 -0.0016123101834203029 [4, 28]
-0.02126807855324061 -0.00613071253630826 [5, 28]
0.0072057875056302 0.0021734131765439265 [6, 28]
0.0035132105646628665 -0.013142616815735586 [7, 28]
0.017869306383566572 -0.004570803526704248 [8, 28]
-0.020637372054330697 0.008072556272546506 [9, 28]
0.0039077610173509384 0.0003999312181889945 [10, 28]
-0.003199399175136207 -0.0058333837558486945 [11, 28]
0.014200984489600547 0.007460386930686345 [12, 28]
-0.01108112014279608 0.00552317670433832 [13, 28]
-0.007705330025143665 -0.009725112856012014 [14, 28]
-0.00657895282491492 0.007494508353731229 [15, 28]
0.011584063693785085 -0.0066707407677926225 [16, 28]
-0.0028937052576812135 0.008529995632848777 [17, 28]
0.0007285788455500106 0.008300588645942474 [18, 28]
-0.010105712426264856 -0.0014520298336341793 [19, 28]
-0.012538774646995784 0.0018515168837599 [20, 28]
-0.006334175895378127 -0.002631126890535561 [21, 28]
0.0135465680522677 0.0031424948478621967 [22, 28]
0.004652096519202088 0.0045795421431313555 [23, 28]
0.0068514739851165225 -0.003551329896353738 [24, 28]
0.004783213714793929 0.0006550254819092851 [25, 28]
-0.005688779977906247 0.0004131287289350383 [26, 28]
-0.0011052468086753572 -0.009568376267028939 [27, 28]
-0.0011811172233551293 0.003058555538737432 [28, 28]
0.0016463046715160519 0.011999477271118488 [29, 28]
-0.0016910293152955676 0.0001715667714661274 [30, 28]
-0.0003770497060221549 0.02014128339862559 [31, 28]
-0.0007515199352425776 0.007431596837561914 [0, 29]
-0.0032703088468067068 -0.005777436746932217 [1, 29]
0.004226708198689991 0.004251879307303581 [2, 29]
-0.0022378733015300167 0.007751833087445897 [3, 29]
0.00020799196766848487 -0.007460113279210811 [4, 29]
0.0011284443625526126 0.008849803837508951 [5, 29]
-0.016902587797699112 0.007895539854745092 [6, 29]
-0.004457714739644698 -0.011506052073183268 [7, 29]
-0.009169810377026707 -0.0023866139092985866 [8, 29]
-0.009364563851733015 -0.003023109314468888 [9, 29]
-0.007584224807747077 0.005879203655287018 [10, 29]
0.00038803742657073185 0.005589671821158767 [11, 29]
0.0161297919449402 -0.0062248480619678985 [12, 29]
0.00018538780227223556 -0.012002020322355684 [13, 29]
-0.002766011368396191 -0.004739615405721233 [14, 29]
-0.003700313736525862 0.001250968077684851 [15, 29]
-0.015104421134509455 0.010815627381056287 [16, 29]
-0.001955623011082249 0.003867278346495726 [17, 29]
0.00999017429422574 -0.018258713698264872 [18, 29]
0.026805126037878955 0.0039707363579806814 [19, 29]
-0.006071037450338759 -0.0017596817535420982 [20, 29]
-0.006017295106816362 -0.004072119980637615 [21, 29]
-0.0038700395713663492 -0.002316503867602127 [22, 29]
-0.014424744856906684 -0.0013653539624761352 [23, 29]
-0.00110192683563997 -0.007896974763930505 [24, 29]
-0.0016430969024841255 -0.01790648181367573 [25, 29]
0.0019551598717702356 0.006393616166300193 [26, 29]
0.011947517452266762 -0.0036204111877510656 [27, 29]
0.0077436045825456995 0.006553147977759618 [28, 29]
0.0034768156185283543 0.0128232101357028 [29, 29]
0.0010446191478415254 0.005001197969854253 [30, 29]
0.004025644996599166 -0.0011219041168946267 [31, 29]
0.0 0.0 [0, 30]
-0.00914140186194201 0.0036867476009158685 [1, 30]
0.001904278665961838 0.012554256222638562 [2, 30]
0.012221862574508097 -0.006663332581058224 [3, 30]
-0.005967790659596428 -0.007081713934721892 [4, 30]
-0.007119352259288733 0.01096208942176118 [5, 30]
-0.0041893932694629585 0.005318517567460546 [6, 30]
-0.008634603150568724 0.007308243670468034 [7, 30]
0.018042351472334184 -0.0021683891599825382 [8, 30]
0.007867792763671094 0.0164381867536585 [9, 30]
0.017977408158136123 0.009415092099679882 [10, 30]
0.01971943116281422 0.0011923804853478488 [11, 30]
-0.0009345510987590071 -0.0002933857728294212 [12, 30]
0.006748708220119379 0.002042843079845746 [13, 30]
0.015185451066811797 0.0020517203258399834 [14, 30]
0.004246646950347505 0.005715531087635493 [15, 30]
-0.01127279207841761 0.0048394449185437975 [16, 30]
-0.0015488091581623202 0.004531900549996902 [17, 30]
0.005762957205443427 0.0014928742204445603 [18, 30]
0.0004304135188451388 0.006546264610954663 [19, 30]
-0.00725454401791056 0.0169245179551256 [20, 30]
-0.017193925110680245 0.000207269258719598 [21, 30]
0.01075594319514958 -0.0009678948043205292 [22, 30]
0.022076356539406383 -0.00127570718393019 [23, 30]
-0.0031280170567480736 0.011095956878817604 [24, 30]
-0.0028385030509556677 0.003147711745783733 [25, 30]
0.003044367805961796 0.012112792835160547 [26, 30]
-0.0028851267540300407 0.013552884523257284 [27, 30]
-0.0006697406577566253 -0.01069580270561164 [28, 30]
0.007147817209523332 -0.001578546447872997 [29, 30]
-0.003845172723696952 0.005972206878456813 [30, 30]
-0.0038774563270311396 0.0077945349050699735 [31, 30]
0.0 0.0 [0, 31]
0.0 0.0 [1, 31]
0.023545141915362604 0.0013787334913496654 [2, 31]
0.002550280511516948 -0.004183221403447251 [3, 31]
-2.8669867728161147e-06 -0.0037315437975546017 [4, 31]
-0.012935284345804111 -0.00864516187642954 [5, 31]
0.0005874883183849874 -0.013124340481230809 [6, 31]
-0.0026089682397495233 -0.005458709483479112 [7, 31]
-0.0009479254096648455 0.016504748604102133 [8, 31]
-0.0020807430250286245 0.00013302046291547922 [9, 31]
-0.003118265606558997 -0.0014633524554012263 [10, 31]
0.015809081705351523 0.009968727004084773 [11, 31]
0.008957684546097787 -0.0051537141985636544 [12, 31]
0.0038764537697911126 -0.0032805134083952053 [13, 31]
-0.0029213877395110155 0.00011496117418488535 [14, 31]
0.013950396130238222 0.0062805929331423375 [15, 31]
0.0012211164260808446 -0.008003183131767774 [16, 31]
0.0003116778672891348 0.002192663935544561 [17, 31]
-0.0036540447545225295 0.010884279940491286 [18, 31]
-0.005751570588610858 0.010873235595666475 [19, 31]
-0.003083113557159948 -0.0007547149170340429 [20, 31]
0.011924660183901804 -0.0042132323558216256 [21, 31]
-0.006582388122219937 0.0174597122310678 [22, 31]
-0.000699682126131932 -0.00016387166282214862 [23, 31]
-0.00571765801620143 0.0044902068878964795 [24, 31]
-0.001394814078715356 0.009754596877272372 [25, 31]
-0.0010277097253940815 -0.007622156235358707 [26, 31]
-0.0012480869057182502 0.0027714596493136345 [27, 31]
-0.0015854832824534757 0.009729116492241363 [28, 31]
0.0019907394988110836 0.004129097211975249 [29, 31]
0.004843800075820203 0.006861450323012116 [30, 31]
-0.01003082069153549 0.012045876579709628 [31, 31]
